Date,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
12/20/2012 06:00:00 AM,55,32,23
12/20/2012 07:00:00 AM,103,71,32
12/20/2012 08:00:00 AM,141,85,56
12/20/2012 09:00:00 AM,67,40,27
12/20/2012 10:00:00 AM,27,18,9
12/20/2012 11:00:00 AM,23,10,13
12/20/2012 12:00:00 PM,16,13,3
12/20/2012 01:00:00 PM,24,18,6
12/20/2012 02:00:00 PM,25,13,12
12/20/2012 03:00:00 PM,53,26,27
12/20/2012 04:00:00 PM,83,28,55
12/20/2012 05:00:00 PM,179,65,114
12/20/2012 06:00:00 PM,126,45,81
12/20/2012 07:00:00 PM,49,18,31
12/20/2012 08:00:00 PM,33,6,27
12/20/2012 09:00:00 PM,19,7,12
12/20/2012 10:00:00 PM,22,12,10
12/20/2012 11:00:00 PM,12,5,7
12/21/2012 12:00:00 AM,8,6,2
12/21/2012 01:00:00 AM,2,2,0
12/21/2012 02:00:00 AM,4,3,1
12/21/2012 03:00:00 AM,2,1,1
12/21/2012 04:00:00 AM,6,4,2
12/21/2012 05:00:00 AM,9,6,3
12/21/2012 06:00:00 AM,36,24,12
12/21/2012 07:00:00 AM,103,67,36
12/21/2012 08:00:00 AM,150,99,51
12/21/2012 09:00:00 AM,94,58,36
12/21/2012 10:00:00 AM,34,22,12
12/21/2012 11:00:00 AM,35,22,13
12/21/2012 12:00:00 PM,28,14,14
12/21/2012 01:00:00 PM,38,25,13
12/21/2012 02:00:00 PM,77,35,42
12/21/2012 03:00:00 PM,127,66,61
12/21/2012 04:00:00 PM,111,36,75
12/21/2012 05:00:00 PM,161,49,112
12/21/2012 06:00:00 PM,92,23,69
12/21/2012 07:00:00 PM,38,12,26
12/21/2012 08:00:00 PM,23,5,18
12/21/2012 09:00:00 PM,21,10,11
12/21/2012 10:00:00 PM,17,7,10
12/21/2012 11:00:00 PM,16,9,7
12/22/2012 12:00:00 AM,8,2,6
12/22/2012 01:00:00 AM,6,6,0
12/22/2012 02:00:00 AM,5,4,1
12/22/2012 03:00:00 AM,8,5,3
12/22/2012 04:00:00 AM,3,2,1
12/22/2012 05:00:00 AM,5,5,0
12/22/2012 06:00:00 AM,8,3,5
12/22/2012 07:00:00 AM,20,15,5
12/22/2012 08:00:00 AM,26,13,13
12/22/2012 09:00:00 AM,28,16,12
12/22/2012 10:00:00 AM,32,21,11
12/22/2012 11:00:00 AM,37,19,18
12/22/2012 12:00:00 PM,36,19,17
12/22/2012 01:00:00 PM,56,32,24
12/22/2012 02:00:00 PM,43,25,18
12/22/2012 03:00:00 PM,53,24,29
12/22/2012 04:00:00 PM,33,16,17
12/22/2012 05:00:00 PM,20,8,12
12/22/2012 06:00:00 PM,20,11,9
12/22/2012 07:00:00 PM,18,8,10
12/22/2012 08:00:00 PM,11,2,9
12/22/2012 09:00:00 PM,5,2,3
12/22/2012 10:00:00 PM,7,4,3
12/22/2012 11:00:00 PM,5,1,4
12/23/2012 12:00:00 AM,8,3,5
12/23/2012 01:00:00 AM,7,6,1
12/23/2012 02:00:00 AM,5,3,2
12/23/2012 03:00:00 AM,2,2,0
12/23/2012 04:00:00 AM,4,3,1
12/23/2012 05:00:00 AM,2,2,0
12/23/2012 06:00:00 AM,8,2,6
12/23/2012 07:00:00 AM,15,7,8
12/23/2012 08:00:00 AM,13,6,7
12/23/2012 09:00:00 AM,11,6,5
12/23/2012 10:00:00 AM,23,10,13
12/23/2012 11:00:00 AM,48,32,16
12/23/2012 12:00:00 PM,37,27,10
12/23/2012 01:00:00 PM,49,30,19
12/23/2012 02:00:00 PM,42,26,16
12/23/2012 03:00:00 PM,41,24,17
12/23/2012 04:00:00 PM,33,21,12
12/23/2012 05:00:00 PM,25,13,12
12/23/2012 06:00:00 PM,13,8,5
12/23/2012 07:00:00 PM,10,2,8
12/23/2012 08:00:00 PM,9,3,6
12/23/2012 09:00:00 PM,10,4,6
12/23/2012 10:00:00 PM,15,10,5
12/23/2012 11:00:00 PM,11,3,8
12/24/2012 12:00:00 AM,6,2,4
12/24/2012 01:00:00 AM,2,0,2
12/24/2012 02:00:00 AM,1,0,1
12/24/2012 03:00:00 AM,1,0,1
12/24/2012 04:00:00 AM,4,3,1
12/24/2012 05:00:00 AM,11,10,1
12/24/2012 06:00:00 AM,16,8,8
12/24/2012 07:00:00 AM,37,22,15
12/24/2012 08:00:00 AM,29,18,11
12/24/2012 09:00:00 AM,42,26,16
12/24/2012 10:00:00 AM,36,24,12
12/24/2012 11:00:00 AM,31,20,11
12/24/2012 12:00:00 PM,42,23,19
12/24/2012 01:00:00 PM,57,35,22
12/24/2012 02:00:00 PM,53,25,28
12/24/2012 03:00:00 PM,72,34,38
12/24/2012 04:00:00 PM,54,24,30
12/24/2012 05:00:00 PM,20,8,12
12/24/2012 06:00:00 PM,17,2,15
12/24/2012 07:00:00 PM,18,6,12
12/24/2012 08:00:00 PM,9,4,5
12/24/2012 09:00:00 PM,1,1,0
12/24/2012 10:00:00 PM,9,7,2
12/24/2012 11:00:00 PM,6,2,4
12/25/2012 12:00:00 AM,2,1,1
12/25/2012 01:00:00 AM,2,2,0
12/25/2012 02:00:00 AM,1,1,0
12/25/2012 03:00:00 AM,2,1,1
12/25/2012 04:00:00 AM,1,1,0
12/25/2012 05:00:00 AM,1,1,0
12/25/2012 06:00:00 AM,3,2,1
12/25/2012 07:00:00 AM,4,2,2
12/25/2012 08:00:00 AM,4,3,1
12/25/2012 09:00:00 AM,7,2,5
12/25/2012 10:00:00 AM,6,4,2
12/25/2012 11:00:00 AM,3,0,3
12/25/2012 12:00:00 PM,7,4,3
12/25/2012 01:00:00 PM,11,3,8
12/25/2012 02:00:00 PM,8,4,4
12/25/2012 03:00:00 PM,3,2,1
12/25/2012 04:00:00 PM,7,2,5
12/25/2012 05:00:00 PM,11,6,5
12/25/2012 06:00:00 PM,3,2,1
12/25/2012 07:00:00 PM,2,1,1
12/25/2012 08:00:00 PM,1,1,0
12/25/2012 09:00:00 PM,5,2,3
12/25/2012 10:00:00 PM,3,3,0
12/25/2012 11:00:00 PM,1,0,1
12/26/2012 12:00:00 AM,2,1,1
12/26/2012 01:00:00 AM,0,0,0
12/26/2012 02:00:00 AM,1,1,0
12/26/2012 03:00:00 AM,1,0,1
12/26/2012 04:00:00 AM,4,3,1
12/26/2012 05:00:00 AM,9,7,2
12/26/2012 06:00:00 AM,37,27,10
12/26/2012 07:00:00 AM,69,46,23
12/26/2012 08:00:00 AM,102,65,37
12/26/2012 09:00:00 AM,56,36,20
12/26/2012 10:00:00 AM,33,20,13
12/26/2012 11:00:00 AM,33,25,8
12/26/2012 12:00:00 PM,48,25,23
12/26/2012 01:00:00 PM,34,20,14
12/26/2012 02:00:00 PM,41,24,17
12/26/2012 03:00:00 PM,63,27,36
12/26/2012 04:00:00 PM,73,21,52
12/26/2012 05:00:00 PM,104,38,66
12/26/2012 06:00:00 PM,65,13,52
12/26/2012 07:00:00 PM,20,6,14
12/26/2012 08:00:00 PM,22,10,12
12/26/2012 09:00:00 PM,12,4,8
12/26/2012 10:00:00 PM,11,7,4
12/26/2012 11:00:00 PM,5,4,1
12/27/2012 12:00:00 AM,5,3,2
12/27/2012 01:00:00 AM,2,0,2
12/27/2012 02:00:00 AM,0,0,0
12/27/2012 03:00:00 AM,0,0,0
12/27/2012 04:00:00 AM,8,3,5
12/27/2012 05:00:00 AM,11,6,5
12/27/2012 06:00:00 AM,55,38,17
12/27/2012 07:00:00 AM,95,64,31
12/27/2012 08:00:00 AM,122,80,42
12/27/2012 09:00:00 AM,78,57,21
12/27/2012 10:00:00 AM,53,31,22
12/27/2012 11:00:00 AM,34,25,9
12/27/2012 12:00:00 PM,39,27,12
12/27/2012 01:00:00 PM,42,20,22
12/27/2012 02:00:00 PM,49,23,26
12/27/2012 03:00:00 PM,76,31,45
12/27/2012 04:00:00 PM,114,37,77
12/27/2012 05:00:00 PM,153,48,105
12/27/2012 06:00:00 PM,90,35,55
12/27/2012 07:00:00 PM,65,18,47
12/27/2012 08:00:00 PM,17,7,10
12/27/2012 09:00:00 PM,14,6,8
12/27/2012 10:00:00 PM,18,10,8
12/27/2012 11:00:00 PM,8,4,4
12/28/2012 12:00:00 AM,5,0,5
12/28/2012 01:00:00 AM,1,0,1
12/28/2012 02:00:00 AM,3,0,3
12/28/2012 03:00:00 AM,2,1,1
12/28/2012 04:00:00 AM,4,3,1
12/28/2012 05:00:00 AM,7,5,2
12/28/2012 06:00:00 AM,56,37,19
12/28/2012 07:00:00 AM,71,52,19
12/28/2012 08:00:00 AM,126,77,49
12/28/2012 09:00:00 AM,84,54,30
12/28/2012 10:00:00 AM,45,21,24
12/28/2012 11:00:00 AM,69,42,27
12/28/2012 12:00:00 PM,68,43,25
12/28/2012 01:00:00 PM,81,45,36
12/28/2012 02:00:00 PM,71,35,36
12/28/2012 03:00:00 PM,101,54,47
12/28/2012 04:00:00 PM,129,48,81
12/28/2012 05:00:00 PM,142,46,96
12/28/2012 06:00:00 PM,76,28,48
12/28/2012 07:00:00 PM,29,9,20
12/28/2012 08:00:00 PM,28,7,21
12/28/2012 09:00:00 PM,26,6,20
12/28/2012 10:00:00 PM,24,10,14
12/28/2012 11:00:00 PM,9,8,1
12/29/2012 12:00:00 AM,12,1,11
12/29/2012 01:00:00 AM,5,2,3
12/29/2012 02:00:00 AM,9,7,2
12/29/2012 03:00:00 AM,7,6,1
12/29/2012 04:00:00 AM,7,7,0
12/29/2012 05:00:00 AM,3,2,1
12/29/2012 06:00:00 AM,11,4,7
12/29/2012 07:00:00 AM,23,14,9
12/29/2012 08:00:00 AM,30,14,16
12/29/2012 09:00:00 AM,21,11,10
12/29/2012 10:00:00 AM,23,9,14
12/29/2012 11:00:00 AM,48,27,21
12/29/2012 12:00:00 PM,41,24,17
12/29/2012 01:00:00 PM,26,11,15
12/29/2012 02:00:00 PM,36,18,18
12/29/2012 03:00:00 PM,48,31,17
12/29/2012 04:00:00 PM,37,17,20
12/29/2012 05:00:00 PM,20,10,10
12/29/2012 06:00:00 PM,29,14,15
12/29/2012 07:00:00 PM,18,8,10
12/29/2012 08:00:00 PM,14,5,9
12/29/2012 09:00:00 PM,8,4,4
12/29/2012 10:00:00 PM,8,2,6
12/29/2012 11:00:00 PM,3,1,2
12/30/2012 12:00:00 AM,5,3,2
12/30/2012 01:00:00 AM,2,1,1
12/30/2012 02:00:00 AM,6,3,3
12/30/2012 03:00:00 AM,1,1,0
12/30/2012 04:00:00 AM,5,3,2
12/30/2012 05:00:00 AM,1,1,0
12/30/2012 06:00:00 AM,5,2,3
12/30/2012 07:00:00 AM,10,4,6
12/30/2012 08:00:00 AM,29,19,10
12/30/2012 09:00:00 AM,41,31,10
12/30/2012 10:00:00 AM,72,57,15
12/30/2012 11:00:00 AM,47,24,23
12/30/2012 12:00:00 PM,72,40,32
12/30/2012 01:00:00 PM,100,41,59
12/30/2012 02:00:00 PM,77,43,34
12/30/2012 03:00:00 PM,61,28,33
12/30/2012 04:00:00 PM,58,26,32
12/30/2012 05:00:00 PM,36,16,20
12/30/2012 06:00:00 PM,13,8,5
12/30/2012 07:00:00 PM,17,6,11
12/30/2012 08:00:00 PM,14,6,8
12/30/2012 09:00:00 PM,7,2,5
12/30/2012 10:00:00 PM,11,9,2
12/30/2012 11:00:00 PM,5,1,4
12/31/2012 12:00:00 AM,1,1,0
12/31/2012 01:00:00 AM,6,3,3
12/31/2012 02:00:00 AM,5,3,2
12/31/2012 03:00:00 AM,1,0,1
12/31/2012 04:00:00 AM,5,5,0
12/31/2012 05:00:00 AM,9,7,2
12/31/2012 06:00:00 AM,42,26,16
12/31/2012 07:00:00 AM,64,48,16
12/31/2012 08:00:00 AM,89,61,28
12/31/2012 09:00:00 AM,70,38,32
12/31/2012 10:00:00 AM,39,20,19
12/31/2012 11:00:00 AM,36,21,15
12/31/2012 12:00:00 PM,55,40,15
12/31/2012 01:00:00 PM,48,27,21
12/31/2012 02:00:00 PM,86,50,36
12/31/2012 03:00:00 PM,81,38,43
12/31/2012 04:00:00 PM,138,60,78
12/31/2012 05:00:00 PM,92,41,51
12/31/2012 06:00:00 PM,41,14,27
12/31/2012 07:00:00 PM,28,20,8
12/31/2012 08:00:00 PM,21,6,15
12/31/2012 09:00:00 PM,6,5,1
12/31/2012 10:00:00 PM,11,5,6
12/31/2012 11:00:00 PM,12,7,5
01/01/2013 12:00:00 AM,7,2,5
01/01/2013 01:00:00 AM,21,9,12
01/01/2013 02:00:00 AM,16,8,8
01/01/2013 03:00:00 AM,6,2,4
01/01/2013 04:00:00 AM,4,2,2
01/01/2013 05:00:00 AM,3,1,2
01/01/2013 06:00:00 AM,7,6,1
01/01/2013 07:00:00 AM,3,1,2
01/01/2013 08:00:00 AM,11,7,4
01/01/2013 09:00:00 AM,14,9,5
01/01/2013 10:00:00 AM,46,11,35
01/01/2013 11:00:00 AM,62,33,29
01/01/2013 12:00:00 PM,77,44,33
01/01/2013 01:00:00 PM,112,48,64
01/01/2013 02:00:00 PM,75,43,32
01/01/2013 03:00:00 PM,78,46,32
01/01/2013 04:00:00 PM,57,33,24
01/01/2013 05:00:00 PM,30,18,12
01/01/2013 06:00:00 PM,14,6,8
01/01/2013 07:00:00 PM,12,8,4
01/01/2013 08:00:00 PM,7,2,5
01/01/2013 09:00:00 PM,5,2,3
01/01/2013 10:00:00 PM,5,1,4
01/01/2013 11:00:00 PM,6,2,4
01/02/2013 12:00:00 AM,1,0,1
01/02/2013 01:00:00 AM,1,1,0
01/02/2013 02:00:00 AM,2,1,1
01/02/2013 03:00:00 AM,1,0,1
01/02/2013 04:00:00 AM,5,3,2
01/02/2013 05:00:00 AM,21,13,8
01/02/2013 06:00:00 AM,86,54,32
01/02/2013 07:00:00 AM,157,115,42
01/02/2013 08:00:00 AM,230,162,68
01/02/2013 09:00:00 AM,144,96,48
01/02/2013 10:00:00 AM,63,41,22
01/02/2013 11:00:00 AM,51,32,19
01/02/2013 12:00:00 PM,65,36,29
01/02/2013 01:00:00 PM,45,23,22
01/02/2013 02:00:00 PM,70,35,35
01/02/2013 03:00:00 PM,104,56,48
01/02/2013 04:00:00 PM,164,63,101
01/02/2013 05:00:00 PM,299,78,221
01/02/2013 06:00:00 PM,171,44,127
01/02/2013 07:00:00 PM,72,24,48
01/02/2013 08:00:00 PM,45,15,30
01/02/2013 09:00:00 PM,21,3,18
01/02/2013 10:00:00 PM,11,5,6
01/02/2013 11:00:00 PM,6,4,2
01/03/2013 12:00:00 AM,10,5,5
01/03/2013 01:00:00 AM,3,2,1
01/03/2013 02:00:00 AM,3,2,1
01/03/2013 03:00:00 AM,1,0,1
01/03/2013 04:00:00 AM,6,5,1
01/03/2013 05:00:00 AM,20,11,9
01/03/2013 06:00:00 AM,69,47,22
01/03/2013 07:00:00 AM,149,108,41
01/03/2013 08:00:00 AM,228,159,69
01/03/2013 09:00:00 AM,138,84,54
01/03/2013 10:00:00 AM,70,50,20
01/03/2013 11:00:00 AM,56,29,27
01/03/2013 12:00:00 PM,57,33,24
01/03/2013 01:00:00 PM,59,26,33
01/03/2013 02:00:00 PM,103,46,57
01/03/2013 03:00:00 PM,104,44,60
01/03/2013 04:00:00 PM,151,55,96
01/03/2013 05:00:00 PM,252,76,176
01/03/2013 06:00:00 PM,175,53,122
01/03/2013 07:00:00 PM,69,24,45
01/03/2013 08:00:00 PM,41,12,29
01/03/2013 09:00:00 PM,16,6,10
01/03/2013 10:00:00 PM,14,8,6
01/03/2013 11:00:00 PM,9,5,4
01/04/2013 12:00:00 AM,7,4,3
01/04/2013 01:00:00 AM,2,1,1
01/04/2013 02:00:00 AM,2,1,1
01/04/2013 03:00:00 AM,2,1,1
01/04/2013 04:00:00 AM,5,2,3
01/04/2013 05:00:00 AM,13,9,4
01/04/2013 06:00:00 AM,63,43,20
01/04/2013 07:00:00 AM,138,98,40
01/04/2013 08:00:00 AM,229,155,74
01/04/2013 09:00:00 AM,125,85,40
01/04/2013 10:00:00 AM,55,30,25
01/04/2013 11:00:00 AM,56,33,23
01/04/2013 12:00:00 PM,45,15,30
01/04/2013 01:00:00 PM,63,32,31
01/04/2013 02:00:00 PM,79,45,34
01/04/2013 03:00:00 PM,89,39,50
01/04/2013 04:00:00 PM,158,58,100
01/04/2013 05:00:00 PM,245,74,171
01/04/2013 06:00:00 PM,156,48,108
01/04/2013 07:00:00 PM,79,21,58
01/04/2013 08:00:00 PM,45,15,30
01/04/2013 09:00:00 PM,28,14,14
01/04/2013 10:00:00 PM,12,4,8
01/04/2013 11:00:00 PM,16,9,7
01/05/2013 12:00:00 AM,10,3,7
01/05/2013 01:00:00 AM,1,1,0
01/05/2013 02:00:00 AM,2,2,0
01/05/2013 03:00:00 AM,2,2,0
01/05/2013 04:00:00 AM,3,1,2
01/05/2013 05:00:00 AM,8,4,4
01/05/2013 06:00:00 AM,19,11,8
01/05/2013 07:00:00 AM,13,5,8
01/05/2013 08:00:00 AM,59,32,27
01/05/2013 09:00:00 AM,34,18,16
01/05/2013 10:00:00 AM,44,28,16
01/05/2013 11:00:00 AM,51,29,22
01/05/2013 12:00:00 PM,53,34,19
01/05/2013 01:00:00 PM,73,43,30
01/05/2013 02:00:00 PM,73,44,29
01/05/2013 03:00:00 PM,84,44,40
01/05/2013 04:00:00 PM,59,33,26
01/05/2013 05:00:00 PM,41,26,15
01/05/2013 06:00:00 PM,26,13,13
01/05/2013 07:00:00 PM,16,7,9
01/05/2013 08:00:00 PM,26,12,14
01/05/2013 09:00:00 PM,7,6,1
01/05/2013 10:00:00 PM,8,3,5
01/05/2013 11:00:00 PM,7,2,5
01/06/2013 12:00:00 AM,11,5,6
01/06/2013 01:00:00 AM,9,4,5
01/06/2013 02:00:00 AM,7,4,3
01/06/2013 03:00:00 AM,1,1,0
01/06/2013 04:00:00 AM,3,2,1
01/06/2013 05:00:00 AM,4,2,2
01/06/2013 06:00:00 AM,9,7,2
01/06/2013 07:00:00 AM,13,6,7
01/06/2013 08:00:00 AM,37,23,14
01/06/2013 09:00:00 AM,43,25,18
01/06/2013 10:00:00 AM,59,44,15
01/06/2013 11:00:00 AM,105,62,43
01/06/2013 12:00:00 PM,75,41,34
01/06/2013 01:00:00 PM,96,52,44
01/06/2013 02:00:00 PM,45,22,23
01/06/2013 03:00:00 PM,42,28,14
01/06/2013 04:00:00 PM,32,17,15
01/06/2013 05:00:00 PM,35,16,19
01/06/2013 06:00:00 PM,31,9,22
01/06/2013 07:00:00 PM,15,8,7
01/06/2013 08:00:00 PM,14,8,6
01/06/2013 09:00:00 PM,12,6,6
01/06/2013 10:00:00 PM,6,0,6
01/06/2013 11:00:00 PM,2,0,2
01/07/2013 12:00:00 AM,3,2,1
01/07/2013 01:00:00 AM,3,1,2
01/07/2013 02:00:00 AM,0,0,0
01/07/2013 03:00:00 AM,0,0,0
01/07/2013 04:00:00 AM,4,3,1
01/07/2013 05:00:00 AM,23,15,8
01/07/2013 06:00:00 AM,88,59,29
01/07/2013 07:00:00 AM,188,133,55
01/07/2013 08:00:00 AM,281,204,77
01/07/2013 09:00:00 AM,150,100,50
01/07/2013 10:00:00 AM,49,24,25
01/07/2013 11:00:00 AM,41,25,16
01/07/2013 12:00:00 PM,33,12,21
01/07/2013 01:00:00 PM,42,22,20
01/07/2013 02:00:00 PM,41,22,19
01/07/2013 03:00:00 PM,84,32,52
01/07/2013 04:00:00 PM,149,68,81
01/07/2013 05:00:00 PM,313,105,208
01/07/2013 06:00:00 PM,215,62,153
01/07/2013 07:00:00 PM,89,41,48
01/07/2013 08:00:00 PM,44,17,27
01/07/2013 09:00:00 PM,23,11,12
01/07/2013 10:00:00 PM,22,9,13
01/07/2013 11:00:00 PM,8,1,7
01/08/2013 12:00:00 AM,10,6,4
01/08/2013 01:00:00 AM,2,2,0
01/08/2013 02:00:00 AM,2,1,1
01/08/2013 03:00:00 AM,2,1,1
01/08/2013 04:00:00 AM,6,4,2
01/08/2013 05:00:00 AM,25,15,10
01/08/2013 06:00:00 AM,81,53,28
01/08/2013 07:00:00 AM,200,141,59
01/08/2013 08:00:00 AM,252,175,77
01/08/2013 09:00:00 AM,108,58,50
01/08/2013 10:00:00 AM,32,23,9
01/08/2013 11:00:00 AM,30,14,16
01/08/2013 12:00:00 PM,27,17,10
01/08/2013 01:00:00 PM,30,17,13
01/08/2013 02:00:00 PM,29,11,18
01/08/2013 03:00:00 PM,57,24,33
01/08/2013 04:00:00 PM,116,47,69
01/08/2013 05:00:00 PM,269,75,194
01/08/2013 06:00:00 PM,189,56,133
01/08/2013 07:00:00 PM,48,17,31
01/08/2013 08:00:00 PM,28,6,22
01/08/2013 09:00:00 PM,15,8,7
01/08/2013 10:00:00 PM,14,8,6
01/08/2013 11:00:00 PM,6,2,4
01/09/2013 12:00:00 AM,3,1,2
01/09/2013 01:00:00 AM,0,0,0
01/09/2013 02:00:00 AM,1,1,0
01/09/2013 03:00:00 AM,2,1,1
01/09/2013 04:00:00 AM,5,3,2
01/09/2013 05:00:00 AM,13,11,2
01/09/2013 06:00:00 AM,63,44,19
01/09/2013 07:00:00 AM,105,76,29
01/09/2013 08:00:00 AM,187,138,49
01/09/2013 09:00:00 AM,103,63,40
01/09/2013 10:00:00 AM,40,28,12
01/09/2013 11:00:00 AM,24,14,10
01/09/2013 12:00:00 PM,32,17,15
01/09/2013 01:00:00 PM,27,19,8
01/09/2013 02:00:00 PM,38,22,16
01/09/2013 03:00:00 PM,58,27,31
01/09/2013 04:00:00 PM,120,51,69
01/09/2013 05:00:00 PM,216,74,142
01/09/2013 06:00:00 PM,155,48,107
01/09/2013 07:00:00 PM,74,22,52
01/09/2013 08:00:00 PM,41,15,26
01/09/2013 09:00:00 PM,17,7,10
01/09/2013 10:00:00 PM,13,10,3
01/09/2013 11:00:00 PM,10,5,5
01/10/2013 12:00:00 AM,6,2,4
01/10/2013 01:00:00 AM,5,4,1
01/10/2013 02:00:00 AM,1,1,0
01/10/2013 03:00:00 AM,0,0,0
01/10/2013 04:00:00 AM,7,5,2
01/10/2013 05:00:00 AM,12,10,2
01/10/2013 06:00:00 AM,85,59,26
01/10/2013 07:00:00 AM,163,111,52
01/10/2013 08:00:00 AM,273,192,81
01/10/2013 09:00:00 AM,159,102,57
01/10/2013 10:00:00 AM,42,26,16
01/10/2013 11:00:00 AM,46,23,23
01/10/2013 12:00:00 PM,45,26,19
01/10/2013 01:00:00 PM,38,23,15
01/10/2013 02:00:00 PM,46,21,25
01/10/2013 03:00:00 PM,62,28,34
01/10/2013 04:00:00 PM,136,55,81
01/10/2013 05:00:00 PM,278,98,180
01/10/2013 06:00:00 PM,206,68,138
01/10/2013 07:00:00 PM,83,31,52
01/10/2013 08:00:00 PM,44,15,29
01/10/2013 09:00:00 PM,28,8,20
01/10/2013 10:00:00 PM,26,14,12
01/10/2013 11:00:00 PM,19,13,6
01/11/2013 12:00:00 AM,14,7,7
01/11/2013 01:00:00 AM,12,8,4
01/11/2013 02:00:00 AM,2,2,0
01/11/2013 03:00:00 AM,0,0,0
01/11/2013 04:00:00 AM,7,5,2
01/11/2013 05:00:00 AM,11,6,5
01/11/2013 06:00:00 AM,54,37,17
01/11/2013 07:00:00 AM,113,77,36
01/11/2013 08:00:00 AM,214,151,63
01/11/2013 09:00:00 AM,138,88,50
01/11/2013 10:00:00 AM,52,31,21
01/11/2013 11:00:00 AM,48,31,17
01/11/2013 12:00:00 PM,62,27,35
01/11/2013 01:00:00 PM,54,31,23
01/11/2013 02:00:00 PM,51,32,19
01/11/2013 03:00:00 PM,91,42,49
01/11/2013 04:00:00 PM,148,62,86
01/11/2013 05:00:00 PM,206,67,139
01/11/2013 06:00:00 PM,144,42,102
01/11/2013 07:00:00 PM,65,20,45
01/11/2013 08:00:00 PM,26,10,16
01/11/2013 09:00:00 PM,17,10,7
01/11/2013 10:00:00 PM,31,14,17
01/11/2013 11:00:00 PM,10,4,6
01/12/2013 12:00:00 AM,5,1,4
01/12/2013 01:00:00 AM,5,2,3
01/12/2013 02:00:00 AM,3,1,2
01/12/2013 03:00:00 AM,1,1,0
01/12/2013 04:00:00 AM,4,1,3
01/12/2013 05:00:00 AM,5,3,2
01/12/2013 06:00:00 AM,9,5,4
01/12/2013 07:00:00 AM,12,6,6
01/12/2013 08:00:00 AM,25,13,12
01/12/2013 09:00:00 AM,35,19,16
01/12/2013 10:00:00 AM,35,16,19
01/12/2013 11:00:00 AM,54,29,25
01/12/2013 12:00:00 PM,42,27,15
01/12/2013 01:00:00 PM,80,37,43
01/12/2013 02:00:00 PM,78,41,37
01/12/2013 03:00:00 PM,80,42,38
01/12/2013 04:00:00 PM,59,20,39
01/12/2013 05:00:00 PM,40,28,12
01/12/2013 06:00:00 PM,32,16,16
01/12/2013 07:00:00 PM,25,10,15
01/12/2013 08:00:00 PM,13,4,9
01/12/2013 09:00:00 PM,6,3,3
01/12/2013 10:00:00 PM,14,8,6
01/12/2013 11:00:00 PM,15,8,7
01/13/2013 12:00:00 AM,8,6,2
01/13/2013 01:00:00 AM,6,4,2
01/13/2013 02:00:00 AM,7,4,3
01/13/2013 03:00:00 AM,0,0,0
01/13/2013 04:00:00 AM,1,1,0
01/13/2013 05:00:00 AM,2,0,2
01/13/2013 06:00:00 AM,6,1,5
01/13/2013 07:00:00 AM,12,8,4
01/13/2013 08:00:00 AM,18,8,10
01/13/2013 09:00:00 AM,23,17,6
01/13/2013 10:00:00 AM,39,27,12
01/13/2013 11:00:00 AM,32,13,19
01/13/2013 12:00:00 PM,46,32,14
01/13/2013 01:00:00 PM,59,38,21
01/13/2013 02:00:00 PM,77,40,37
01/13/2013 03:00:00 PM,71,47,24
01/13/2013 04:00:00 PM,48,33,15
01/13/2013 05:00:00 PM,33,18,15
01/13/2013 06:00:00 PM,18,12,6
01/13/2013 07:00:00 PM,16,10,6
01/13/2013 08:00:00 PM,14,6,8
01/13/2013 09:00:00 PM,12,4,8
01/13/2013 10:00:00 PM,4,2,2
01/13/2013 11:00:00 PM,7,4,3
01/14/2013 12:00:00 AM,7,4,3
01/14/2013 01:00:00 AM,2,1,1
01/14/2013 02:00:00 AM,2,2,0
01/14/2013 03:00:00 AM,3,2,1
01/14/2013 04:00:00 AM,5,3,2
01/14/2013 05:00:00 AM,19,13,6
01/14/2013 06:00:00 AM,81,58,23
01/14/2013 07:00:00 AM,152,106,46
01/14/2013 08:00:00 AM,276,187,89
01/14/2013 09:00:00 AM,148,100,48
01/14/2013 10:00:00 AM,57,36,21
01/14/2013 11:00:00 AM,51,25,26
01/14/2013 12:00:00 PM,53,30,23
01/14/2013 01:00:00 PM,41,18,23
01/14/2013 02:00:00 PM,59,34,25
01/14/2013 03:00:00 PM,74,28,46
01/14/2013 04:00:00 PM,146,58,88
01/14/2013 05:00:00 PM,283,87,196
01/14/2013 06:00:00 PM,209,60,149
01/14/2013 07:00:00 PM,91,30,61
01/14/2013 08:00:00 PM,53,26,27
01/14/2013 09:00:00 PM,26,12,14
01/14/2013 10:00:00 PM,23,11,12
01/14/2013 11:00:00 PM,8,3,5
01/15/2013 12:00:00 AM,12,5,7
01/15/2013 01:00:00 AM,1,0,1
01/15/2013 02:00:00 AM,3,2,1
01/15/2013 03:00:00 AM,3,2,1
01/15/2013 04:00:00 AM,6,6,0
01/15/2013 05:00:00 AM,16,8,8
01/15/2013 06:00:00 AM,67,48,19
01/15/2013 07:00:00 AM,202,150,52
01/15/2013 08:00:00 AM,287,194,93
01/15/2013 09:00:00 AM,171,109,62
01/15/2013 10:00:00 AM,65,43,22
01/15/2013 11:00:00 AM,43,30,13
01/15/2013 12:00:00 PM,50,22,28
01/15/2013 01:00:00 PM,63,30,33
01/15/2013 02:00:00 PM,70,38,32
01/15/2013 03:00:00 PM,106,47,59
